Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;amount;article;dismissal;expense;lastSent;lifecycle:transition;matricola;notificationType;paymentAmount;points;totalPaymentAmount;vehicleClass;Duration
A10495;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 11;11;;;NIL;;;complete;;;;;;;131760000.0
A10981;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 11;11;;;NIL;;;complete;;;;;;;131760000.0
A11065;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;134265600.0
A11475;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;132796800.0
A11587;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;132796800.0
A11901;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;132105600.0
A1280;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;151891200.0
A13412;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;118972800.0
A13648;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;131328000.0
A14001;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;131328000.0
A14156;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;131328000.0
A14679;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;120441600.0
A15991;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;127353600.0
A16698;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;127180800.0
A17158;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 124;124;;;NIL;;;complete;;;;;;;120873600.0
A17354;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;124588800.0
A17393;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;124675200.0
A18052;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;121651200.0
A18299;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;124675200.0
A18455;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;128217600.0
A18693;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;119318400.0
A20789;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 11;11;;;NIL;;;complete;;;;;;;53395200.0
A21010;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;121132800.0
A21335;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;89683200.0
A21555;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;120700800.0
A21689;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;120096000.0
A21847;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;121651200.0
A22966;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;114480000.0
A23976;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;116294400.0
A24117;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;114480000.0
A24365;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;110073600.0
A24398;Payment;;2011/08/04 00:00:00.000;Variant 14;14;;;;;;complete;;;87.0;;87.0;;94089600.0
A24549;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 59;59;;;NIL;;;complete;;;;;;;37670400.0
A25160;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 11;11;;;NIL;;;complete;;;;;;;53395200.0
A26417;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 59;59;;;NIL;;;complete;;;;;;;37670400.0
A26425;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 59;59;;;NIL;;;complete;;;;;;;37670400.0
A26735;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;93225600.0
A27571;Send Appeal to Prefecture;;2011/12/25 00:00:00.000;Variant 59;59;;;NIL;;;complete;;;;;;;37670400.0
