Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;amount;article;dismissal;expense;lastSent;lifecycle:transition;matricola;notificationType;paymentAmount;points;totalPaymentAmount;vehicleClass;Duration
A22450;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73440000.0
A28905;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61948800.0
A29013;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77155200.0
A29015;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77587200.0
A29017;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;77068800.0
A29019;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78105600.0
A29020;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77241600.0
A29021;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77587200.0
A29022;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77068800.0
A29027;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78451200.0
A29028;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A29035;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77155200.0
A29036;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77241600.0
A29039;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78192000.0
A29041;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77068800.0
A29045;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73180800.0
A29047;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77241600.0
A29048;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77587200.0
A29401;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64713600.0
A29403;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65577600.0
A29406;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64713600.0
A29416;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64281600.0
A29417;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64627200.0
A29419;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65318400.0
A29429;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64886400.0
A29433;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63244800.0
A29436;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;66009600.0
A29438;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63244800.0
A29440;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64627200.0
A29442;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65059200.0
A29444;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64195200.0
A29445;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63158400.0
A29805;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62899200.0
A29813;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62812800.0
A29817;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62208000.0
A29825;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62380800.0
A29826;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62899200.0
A29836;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62812800.0
A30206;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77155200.0
A30207;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77328000.0
A30210;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77155200.0
A30212;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;76204800.0
A30218;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77673600.0
A30219;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A30230;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77241600.0
A30232;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;75254400.0
A30238;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73612800.0
A30243;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73094400.0
A30244;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73180800.0
A30247;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73180800.0
A30506;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;72144000.0
A30508;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;66268800.0
A30512;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73180800.0
A30526;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64627200.0
A30543;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64540800.0
A30548;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65059200.0
A32822;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A32823;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78192000.0
A32825;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A32829;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78019200.0
A34030;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 40;40;;;;;;complete;;;;;;;94608000.0
A34160;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 25;25;;;;;;complete;;;;;;;75168000.0
A35273;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77414400.0
A35291;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77932800.0
A35295;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78451200.0
A35552;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78451200.0
A35555;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78019200.0
A35558;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77068800.0
A35560;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77587200.0
A35562;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77414400.0
A35566;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78451200.0
A35573;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59443200.0
A35577;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78019200.0
A35583;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77241600.0
A35589;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A35598;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78105600.0
A35600;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A35696;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68342400.0
A35775;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A35776;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A35777;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A35778;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77932800.0
A35782;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78451200.0
A35783;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78796800.0
A35786;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78192000.0
A35791;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78451200.0
A35792;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77068800.0
A35796;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73612800.0
A35798;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73612800.0
A36729;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73440000.0
A36913;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 25;25;;;;;;complete;;;;;;;72403200.0
A37393;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78796800.0
A37395;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78192000.0
A37396;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78710400.0
A37398;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78796800.0
A37571;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;72403200.0
A37714;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;88387200.0
A38093;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 19;19;;;;;;complete;;;;;;;72576000.0
A38289;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77932800.0
A38293;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78796800.0
A38297;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A38299;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A38300;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77932800.0
A38499;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73440000.0
A38768;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78796800.0
A38786;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68083200.0
A39310;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77932800.0
A39312;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77328000.0
A39318;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;72057600.0
A39320;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;73180800.0
A39323;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67132800.0
A39327;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;66614400.0
A39328;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64281600.0
A39329;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65923200.0
A39330;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65836800.0
A39331;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65577600.0
A39333;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64195200.0
A39352;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A39354;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78192000.0
A39357;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78796800.0
A39359;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79056000.0
A39360;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A39380;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A39381;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77932800.0
A39382;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79056000.0
A39385;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78192000.0
A39391;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A39396;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;77068800.0
A39398;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77155200.0
A39408;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 40;40;;;;;;complete;;;;;;;80956800.0
A39409;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79056000.0
A39411;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79142400.0
A39415;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78883200.0
A39422;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78278400.0
A39425;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;78192000.0
A39427;Send for Credit Collection;;2012/03/26 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;77932800.0
