Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;amount;article;dismissal;expense;lastSent;lifecycle:transition;matricola;notificationType;paymentAmount;points;totalPaymentAmount;vehicleClass;Duration
C10193;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47520000.0
C10605;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45532800.0
C10606;Add penalty;;2004/01/14 00:00:00.000;Variant 6;6;68.77;;;;;complete;;;;;;;1382400.0
C10606;Payment;;2004/01/15 00:00:00.000;Variant 6;6;;;;;;complete;;;48.76;;92.36;;86400.0
C10607;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;32659200.0
C10944;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;117072000.0
C11605;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;66355200.0
C12746;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;130896000.0
C12747;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;130896000.0
C12748;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;130896000.0
C12749;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;130896000.0
C12995;Create Fine;36.0;2004/05/14 00:00:00.000;Variant 1;1;137.55;20.0;NIL;;;complete;;;;0.0;0.0;A;0.0
C12995;Send Fine;;2004/09/03 00:00:00.000;Variant 1;1;;;;22.2;;complete;;;;;;;9676800.0
C12995;Insert Fine Notification;;2004/09/16 00:00:00.000;Variant 1;1;;;;;;complete;;P;;;;;1123200.0
C12995;Add penalty;;2004/11/15 00:00:00.000;Variant 1;1;275.1;;;;;complete;;;;;;;5184000.0
C13063;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;84499200.0
C13171;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37929600.0
C13172;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37929600.0
C13215;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;108950400.0
C13365;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;46915200.0
C13472;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;66268800.0
C13831;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47174400.0
C14165;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48124800.0
C14292;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58579200.0
C14302;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;49248000.0
C14303;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;36806400.0
C14310;Send for Credit Collection;;2004/12/25 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;39398400.0
C14366;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;44236800.0
C14383;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47865600.0
C14392;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;32400000.0
C14395;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;42768000.0
C14420;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43545600.0
C14424;Create Fine;9.0;2004/08/21 00:00:00.000;Variant 4;4;137.55;20.0;NIL;;;complete;;;;0.0;0.0;A;0.0
C14424;Send Fine;;2004/08/21 00:00:00.000;Variant 4;4;;;;0.0;;complete;;;;;;;0.0
C14424;Insert Fine Notification;;2004/08/21 00:00:00.000;Variant 4;4;;;;;;complete;;P;;;;;0.0
C14424;Add penalty;;2004/10/20 00:00:00.000;Variant 4;4;275.1;;;;;complete;;;;;;;5184000.0
C14425;Create Fine;9.0;2004/08/21 00:00:00.000;Variant 1;1;137.55;20.0;NIL;;;complete;;;;0.0;0.0;A;0.0
C14425;Send Fine;;2004/12/18 00:00:00.000;Variant 1;1;;;;16.6;;complete;;;;;;;10281600.0
C14426;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 51;51;;;;;;complete;;;;;;;48643200.0
C14456;Send for Credit Collection;;2004/01/10 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;44236800.0
